SEarticles,word,n,total,tf,idf,tf_idf
Southeast Article 9,extreme,3,680,0.004411765,1.32175584,0.005831276
Southeast Article 9,granholm,3,680,0.004411765,2.708050201,0.01194728
Southeast Article 9,long,3,680,0.004411765,1.098612289,0.004846819
Southeast Article 9,nuclear,3,680,0.004411765,1.609437912,0.007100461
Southeast Article 9,security,3,680,0.004411765,1.609437912,0.007100461
Southeast Article 9,sites,3,680,0.004411765,2.708050201,0.01194728
Southeast Article 9,thursday,3,680,0.004411765,2.014903021,0.008889278
Southeast Article 9,white,3,680,0.004411765,2.014903021,0.008889278
Southeast Article 1,16,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,18,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,1900,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,1940,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,2010,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,2017,2,1932,0.001035197,1.609437912,0.001666085
Southeast Article 1,2020,2,1932,0.001035197,0.916290732,0.000948541
Southeast Article 1,25,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,"500,000",2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,able,2,1932,0.001035197,1.609437912,0.001666085
Southeast Article 1,acres,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,actually,2,1932,0.001035197,0.916290732,0.000948541
Southeast Article 1,adapt,2,1932,0.001035197,1.609437912,0.001666085
Southeast Article 1,all,2,1932,0.001035197,0.510825624,0.000528805
Southeast Article 1,almost,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,along,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,aside,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,being,2,1932,0.001035197,0.916290732,0.000948541
Southeast Article 1,breaking,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,consequence,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,costs,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,country,2,1932,0.001035197,0.916290732,0.000948541
Southeast Article 1,crippled,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,danger,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,dangerous,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,early,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,end,2,1932,0.001035197,1.609437912,0.001666085
Southeast Article 1,ending,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,ensure,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,even,2,1932,0.001035197,0.628608659,0.000650734
Southeast Article 1,ever,2,1932,0.001035197,1.098612289,0.00113728
Southeast Article 1,experienced,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,explained,2,1932,0.001035197,1.609437912,0.001666085
Southeast Article 1,fact,2,1932,0.001035197,1.609437912,0.001666085
Southeast Article 1,families,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,far,2,1932,0.001035197,1.32175584,0.001368277
Southeast Article 1,first,2,1932,0.001035197,0.916290732,0.000948541
Southeast Article 1,flourishing,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,frequent,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,generally,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,generations,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,her,2,1932,0.001035197,1.609437912,0.001666085
Southeast Article 1,here,2,1932,0.001035197,1.32175584,0.001368277
Southeast Article 1,higher,2,1932,0.001035197,1.32175584,0.001368277
Southeast Article 1,history,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,hit,2,1932,0.001035197,1.098612289,0.00113728
Southeast Article 1,hope,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,housing,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,increased,2,1932,0.001035197,1.098612289,0.00113728
Southeast Article 1,increasing,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,issue,2,1932,0.001035197,0.916290732,0.000948541
Southeast Article 1,justified,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,major,2,1932,0.001035197,1.32175584,0.001368277
Southeast Article 1,many,2,1932,0.001035197,0.510825624,0.000528805
Southeast Article 1,michael,2,1932,0.001035197,1.32175584,0.001368277
Southeast Article 1,model,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,most,2,1932,0.001035197,0.510825624,0.000528805
Southeast Article 1,must,2,1932,0.001035197,0.916290732,0.000948541
Southeast Article 1,necessary,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,next,2,1932,0.001035197,1.609437912,0.001666085
Southeast Article 1,night,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,oceanic,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,often,2,1932,0.001035197,1.32175584,0.001368277
Southeast Article 1,one,2,1932,0.001035197,0.223143551,0.000230997
Southeast Article 1,panic,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,past.the,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,percent,2,1932,0.001035197,1.609437912,0.001666085
Southeast Article 1,perspective,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,professor,2,1932,0.001035197,1.32175584,0.001368277
Southeast Article 1,published,2,1932,0.001035197,0.762140052,0.000788965
Southeast Article 1,put,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,question,2,1932,0.001035197,1.609437912,0.001666085
Southeast Article 1,rate,2,1932,0.001035197,1.32175584,0.001368277
Southeast Article 1,rather,2,1932,0.001035197,1.32175584,0.001368277
Southeast Article 1,recent,2,1932,0.001035197,1.098612289,0.00113728
Southeast Article 1,reducing,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,resilience,2,1932,0.001035197,1.609437912,0.001666085
Southeast Article 1,rise,2,1932,0.001035197,1.098612289,0.00113728
Southeast Article 1,rising,2,1932,0.001035197,1.098612289,0.00113728
Southeast Article 1,say,2,1932,0.001035197,0.762140052,0.000788965
Southeast Article 1,season,2,1932,0.001035197,1.609437912,0.001666085
Southeast Article 1,second,2,1932,0.001035197,1.32175584,0.001368277
Southeast Article 1,severe,2,1932,0.001035197,1.32175584,0.001368277
Southeast Article 1,show,2,1932,0.001035197,1.098612289,0.00113728
Southeast Article 1,side,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,significant,2,1932,0.001035197,1.32175584,0.001368277
Southeast Article 1,similar,2,1932,0.001035197,1.609437912,0.001666085
Southeast Article 1,so,2,1932,0.001035197,0.223143551,0.000230997
Southeast Article 1,stanford,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,steps,2,1932,0.001035197,1.609437912,0.001666085
Southeast Article 1,storm,2,1932,0.001035197,1.609437912,0.001666085
Southeast Article 1,subject,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,surprise,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,takeawayover,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,therefore,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,time.moreover,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,TRUE,2,1932,0.001035197,0.916290732,0.000948541
Southeast Article 1,u.s,2,1932,0.001035197,0.762140052,0.000788965
Southeast Article 1,understand,2,1932,0.001035197,2.014903021,0.002085821
Southeast Article 1,visiting,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,wash,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,weather,2,1932,0.001035197,0.510825624,0.000528805
Southeast Article 1,well.however,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,when,2,1932,0.001035197,0.510825624,0.000528805
Southeast Article 1,whether,2,1932,0.001035197,1.32175584,0.001368277
Southeast Article 1,why,2,1932,0.001035197,1.32175584,0.001368277
Southeast Article 1,writes,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,wrote,2,1932,0.001035197,2.708050201,0.002803365
Southeast Article 1,you,2,1932,0.001035197,0.510825624,0.000528805
Southeast Article 1,young,2,1932,0.001035197,1.609437912,0.001666085
Southeast Article 10,17,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,against,2,890,0.002247191,2.014903021,0.004527872
Southeast Article 10,also,2,890,0.002247191,0.310154928,0.000696977
Southeast Article 10,area,2,890,0.002247191,2.014903021,0.004527872
Southeast Article 10,attack,2,890,0.002247191,2.014903021,0.004527872
Southeast Article 10,beloved,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,bipartisan,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,cannot,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,citizens,2,890,0.002247191,2.014903021,0.004527872
Southeast Article 10,clear,2,890,0.002247191,0.916290732,0.00205908
Southeast Article 10,combat,2,890,0.002247191,1.32175584,0.002970238
Southeast Article 10,comes,2,890,0.002247191,1.098612289,0.002468792
Southeast Article 10,compete,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,congressional,2,890,0.002247191,1.609437912,0.003616714
Southeast Article 10,country,2,890,0.002247191,0.916290732,0.00205908
Southeast Article 10,covid,2,890,0.002247191,1.32175584,0.002970238
Southeast Article 10,creating,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,critical.florida's,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,cut,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,deaths,2,890,0.002247191,1.32175584,0.002970238
Southeast Article 10,delegation,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,democrat,2,890,0.002247191,2.014903021,0.004527872
Southeast Article 10,deniers,2,890,0.002247191,1.609437912,0.003616714
Southeast Article 10,department,2,890,0.002247191,1.32175584,0.002970238
Southeast Article 10,disease,2,890,0.002247191,2.014903021,0.004527872
Southeast Article 10,do,2,890,0.002247191,0.310154928,0.000696977
Southeast Article 10,due,2,890,0.002247191,1.098612289,0.002468792
Southeast Article 10,economy,2,890,0.002247191,1.32175584,0.002970238
Southeast Article 10,even,2,890,0.002247191,0.628608659,0.001412604
Southeast Article 10,existential,2,890,0.002247191,0.916290732,0.00205908
Southeast Article 10,federal,2,890,0.002247191,1.098612289,0.002468792
Southeast Article 10,fight,2,890,0.002247191,2.014903021,0.004527872
Southeast Article 10,forefront,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,formerly,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,given,2,890,0.002247191,1.609437912,0.003616714
Southeast Article 10,good,2,890,0.002247191,1.32175584,0.002970238
Southeast Article 10,government,2,890,0.002247191,0.916290732,0.00205908
Southeast Article 10,green,2,890,0.002247191,0.916290732,0.00205908
Southeast Article 10,have.stephanie,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,house,2,890,0.002247191,1.098612289,0.002468792
Southeast Article 10,human,2,890,0.002247191,0.916290732,0.00205908
Southeast Article 10,hurricane,2,890,0.002247191,1.098612289,0.002468792
Southeast Article 10,i,2,890,0.002247191,0.510825624,0.001147923
Southeast Article 10,if,2,890,0.002247191,0.310154928,0.000696977
Southeast Article 10,jobs,2,890,0.002247191,2.014903021,0.004527872
Southeast Article 10,korea,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,lead,2,890,0.002247191,1.098612289,0.002468792
Southeast Article 10,may,2,890,0.002247191,1.609437912,0.003616714
Southeast Article 10,most,2,890,0.002247191,0.510825624,0.001147923
Southeast Article 10,much,2,890,0.002247191,0.510825624,0.001147923
Southeast Article 10,murphy,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,must,2,890,0.002247191,0.916290732,0.00205908
Southeast Article 10,nation,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,need,2,890,0.002247191,0.762140052,0.001712674
Southeast Article 10,nuclear,2,890,0.002247191,1.609437912,0.003616714
Southeast Article 10,opportunity,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,orlando,2,890,0.002247191,1.609437912,0.003616714
Southeast Article 10,party.climate,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,pay,2,890,0.002247191,1.609437912,0.003616714
Southeast Article 10,planet,2,890,0.002247191,0.916290732,0.00205908
Southeast Article 10,problem,2,890,0.002247191,0.762140052,0.001712674
Southeast Article 10,process,2,890,0.002247191,1.609437912,0.003616714
Southeast Article 10,profess,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,reason,2,890,0.002247191,1.098612289,0.002468792
Southeast Article 10,rebuild,2,890,0.002247191,2.014903021,0.004527872
Southeast Article 10,representatives,2,890,0.002247191,1.609437912,0.003616714
Southeast Article 10,represents,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,republican,2,890,0.002247191,1.32175584,0.002970238
Southeast Article 10,save,2,890,0.002247191,2.014903021,0.004527872
Southeast Article 10,seized,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,senators,2,890,0.002247191,2.014903021,0.004527872
Southeast Article 10,served,2,890,0.002247191,2.014903021,0.004527872
Southeast Article 10,she,2,890,0.002247191,0.762140052,0.001712674
Southeast Article 10,should,2,890,0.002247191,0.916290732,0.00205908
Southeast Article 10,society,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,speak,2,890,0.002247191,2.014903021,0.004527872
Southeast Article 10,specialist,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,stake,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,step,2,890,0.002247191,2.014903021,0.004527872
Southeast Article 10,steps,2,890,0.002247191,1.609437912,0.003616714
Southeast Article 10,strong,2,890,0.002247191,1.609437912,0.003616714
Southeast Article 10,take,2,890,0.002247191,0.510825624,0.001147923
Southeast Article 10,than,2,890,0.002247191,0.223143551,0.000501446
Southeast Article 10,there,2,890,0.002247191,0.510825624,0.001147923
Southeast Article 10,there's,2,890,0.002247191,1.098612289,0.002468792
Southeast Article 10,they'll,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,threats,2,890,0.002247191,1.098612289,0.002468792
Southeast Article 10,two,2,890,0.002247191,0.405465108,0.000911158
Southeast Article 10,wake,2,890,0.002247191,2.708050201,0.006085506
Southeast Article 10,war,2,890,0.002247191,2.014903021,0.004527872
Southeast Article 10,well,2,890,0.002247191,0.405465108,0.000911158
Southeast Article 10,when,2,890,0.002247191,0.510825624,0.001147923
Southeast Article 10,will,2,890,0.002247191,0.310154928,0.000696977
Southeast Article 11,after,2,748,0.002673797,0.628608659,0.001680772
Southeast Article 11,algae,2,748,0.002673797,2.014903021,0.005387441
Southeast Article 11,an,2,748,0.002673797,0.143100844,0.000382623
Southeast Article 11,any,2,748,0.002673797,1.098612289,0.002937466
Southeast Article 11,around,2,748,0.002673797,1.098612289,0.002937466
Southeast Article 11,becomes,2,748,0.002673797,2.014903021,0.005387441
Southeast Article 11,been,2,748,0.002673797,0.310154928,0.000829291
Southeast Article 11,brevis,2,748,0.002673797,2.708050201,0.007240776
Southeast Article 11,by,2,748,0.002673797,0,0
Southeast Article 11,called,2,748,0.002673797,1.098612289,0.002937466
Southeast Article 11,carbon,2,748,0.002673797,0.762140052,0.002037808
Southeast Article 11,certainly,2,748,0.002673797,1.32175584,0.003534107
Southeast Article 11,cyanobacteria,2,748,0.002673797,2.708050201,0.007240776
Southeast Article 11,dioxide,2,748,0.002673797,1.32175584,0.003534107
Southeast Article 11,even,2,748,0.002673797,0.628608659,0.001680772
Southeast Article 11,freshwater,2,748,0.002673797,2.708050201,0.007240776
Southeast Article 11,get,2,748,0.002673797,1.32175584,0.003534107
Southeast Article 11,grant,2,748,0.002673797,2.014903021,0.005387441
Southeast Article 11,gulf,2,748,0.002673797,2.708050201,0.007240776
Southeast Article 11,heil,2,748,0.002673797,2.708050201,0.007240776
Southeast Article 11,hole,2,748,0.002673797,2.708050201,0.007240776
