SEarticles,word,n,total,tf,idf,tf_idf
Southeast Article 5,told,1,885,0.001129944,1.098612289,0.00124137
Southeast Article 5,turbines,1,885,0.001129944,2.708050201,0.003059944
Southeast Article 5,tweeted,1,885,0.001129944,2.014903021,0.002276727
Southeast Article 5,two,1,885,0.001129944,0.405465108,0.000458153
Southeast Article 5,understanding,1,885,0.001129944,2.014903021,0.002276727
Southeast Article 5,untrue,1,885,0.001129944,2.708050201,0.003059944
Southeast Article 5,up,1,885,0.001129944,0.310154928,0.000350458
Southeast Article 5,urged,1,885,0.001129944,2.014903021,0.002276727
Southeast Article 5,use,1,885,0.001129944,1.32175584,0.001493509
Southeast Article 5,used,1,885,0.001129944,0.762140052,0.000861175
Southeast Article 5,users,1,885,0.001129944,2.708050201,0.003059944
Southeast Article 5,vincent,1,885,0.001129944,2.708050201,0.003059944
Southeast Article 5,walloped,1,885,0.001129944,2.708050201,0.003059944
Southeast Article 5,warned,1,885,0.001129944,1.609437912,0.001818574
Southeast Article 5,way,1,885,0.001129944,0.510825624,0.000577204
Southeast Article 5,ways,1,885,0.001129944,1.609437912,0.001818574
Southeast Article 5,when,1,885,0.001129944,0.510825624,0.000577204
Southeast Article 5,world,1,885,0.001129944,0.510825624,0.000577204
Southeast Article 5,wouldn't,1,885,0.001129944,2.708050201,0.003059944
Southeast Article 5,year,1,885,0.001129944,0.405465108,0.000458153
Southeast Article 5,years,1,885,0.001129944,0.510825624,0.000577204
Southeast Article 5,years.with,1,885,0.001129944,2.708050201,0.003059944
Southeast Article 6,1954,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,achievement,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,adaptation,1,684,0.001461988,1.609437912,0.002352979
Southeast Article 6,address,1,684,0.001461988,1.609437912,0.002352979
Southeast Article 6,advancements,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,aging,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,algal,1,684,0.001461988,1.609437912,0.002352979
Southeast Article 6,alters,1,684,0.001461988,1.609437912,0.002352979
Southeast Article 6,am,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,animal,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,apparent,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,applied,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,assault,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,assessing,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,attest,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,attorney,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,becoming,1,684,0.001461988,1.609437912,0.002352979
Southeast Article 6,begins,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,behavior,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,biggest,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,born,1,684,0.001461988,1.609437912,0.002352979
Southeast Article 6,brevard,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,brooker,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,building,1,684,0.001461988,1.609437912,0.002352979
Southeast Article 6,but,1,684,0.001461988,0,0
Southeast Article 6,certain,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,change,1,684,0.001461988,0,0
Southeast Article 6,changing,1,684,0.001461988,0.628608659,0.000919019
Southeast Article 6,chief,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,chris,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,clearinghouse,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,coastal,1,684,0.001461988,1.32175584,0.001932392
Southeast Article 6,coasts,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,compromise,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,conservancy's,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,conservation,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,county.on,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,damage,1,684,0.001461988,1.098612289,0.001606158
Southeast Article 6,data,1,684,0.001461988,1.32175584,0.001932392
Southeast Article 6,directed,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,director,1,684,0.001461988,1.32175584,0.001932392
Southeast Article 6,double,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,down,1,684,0.001461988,0.762140052,0.00111424
Southeast Article 6,driven,1,684,0.001461988,1.609437912,0.002352979
Southeast Article 6,durable,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,economic,1,684,0.001461988,1.098612289,0.001606158
Southeast Article 6,ecosystems,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,efforts,1,684,0.001461988,0.916290732,0.001339606
Southeast Article 6,enhancement,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,enters,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,environment,1,684,0.001461988,0.762140052,0.00111424
Southeast Article 6,environment.jon,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,events,1,684,0.001461988,0.916290732,0.001339606
Southeast Article 6,ever,1,684,0.001461988,1.098612289,0.001606158
Southeast Article 6,exacerbates,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,existential,1,684,0.001461988,0.916290732,0.001339606
Southeast Article 6,expanded,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,floodplain,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,floods,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,flush,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,focus,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,forecasting,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,former,1,684,0.001461988,1.32175584,0.001932392
Southeast Article 6,forward,1,684,0.001461988,1.609437912,0.002352979
Southeast Article 6,frazer,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,fresh,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,funded,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,gains,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,grant,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,green,1,684,0.001461988,0.916290732,0.001339606
Southeast Article 6,groundwater,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,growing,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,harbor,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,has,1,684,0.001461988,0.068992871,0.000100867
Southeast Article 6,he,1,684,0.001461988,0.310154928,0.000453443
Southeast Article 6,healthy,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,helm,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,history,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,house,1,684,0.001461988,1.098612289,0.001606158
Southeast Article 6,human,1,684,0.001461988,0.916290732,0.001339606
Southeast Article 6,hurricanes,1,684,0.001461988,1.609437912,0.002352979
Southeast Article 6,impact,1,684,0.001461988,0.762140052,0.00111424
Southeast Article 6,impacts,1,684,0.001461988,1.098612289,0.001606158
Southeast Article 6,indian,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,information,1,684,0.001461988,0.762140052,0.00111424
Southeast Article 6,innovation,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,inundate,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,inundation,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,invaluable,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,issues.this,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,it,1,684,0.001461988,0,0
Southeast Article 6,j.p,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,january,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,kills,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,lagoon,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,laudable,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,leader,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,level,1,684,0.001461988,1.32175584,0.001932392
Southeast Article 6,life,1,684,0.001461988,1.32175584,0.001932392
Southeast Article 6,looking,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,made,1,684,0.001461988,0.310154928,0.000453443
Southeast Article 6,maintain,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,make,1,684,0.001461988,0.223143551,0.000326233
Southeast Article 6,makes,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,making,1,684,0.001461988,0.762140052,0.00111424
Southeast Article 6,mapping,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,meaningful,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,migration,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,mitigation,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,modeling,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,more,1,684,0.001461988,0.143100844,0.000209212
Southeast Article 6,most,1,684,0.001461988,0.510825624,0.000746821
Southeast Article 6,natural,1,684,0.001461988,0.916290732,0.001339606
Southeast Article 6,need,1,684,0.001461988,0.762140052,0.00111424
Southeast Article 6,notably,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,ocean.floridians,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,officer,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,onto,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,palm,1,684,0.001461988,1.609437912,0.002352979
Southeast Article 6,patterns,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,paul,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,pave,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,perpetuation,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,plan,1,684,0.001461988,1.098612289,0.001606158
Southeast Article 6,pour,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,powerhouse.as,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,prepare,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,present,1,684,0.001461988,1.32175584,0.001932392
Southeast Article 6,president,1,684,0.001461988,0.916290732,0.001339606
Southeast Article 6,produce,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,produced,1,684,0.001461988,1.32175584,0.001932392
Southeast Article 6,program,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,protect,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,provide,1,684,0.001461988,1.32175584,0.001932392
Southeast Article 6,quintessentially,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,raised,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,reconvene,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,red,1,684,0.001461988,1.609437912,0.002352979
Southeast Article 6,representatives,1,684,0.001461988,1.609437912,0.002352979
Southeast Article 6,research,1,684,0.001461988,0.916290732,0.001339606
Southeast Article 6,resilience.sb,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,resilient,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,results,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,rise,1,684,0.001461988,1.098612289,0.001606158
Southeast Article 6,river,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,saltwater,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,seas,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,see,1,684,0.001461988,0.628608659,0.000919019
Southeast Article 6,seemingly,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,senate,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,senators,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,septic,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,serves,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,simpson,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,sixth,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,some,1,684,0.001461988,0.405465108,0.000592785
Southeast Article 6,south,1,684,0.001461988,1.32175584,0.001932392
Southeast Article 6,state,1,684,0.001461988,0.510825624,0.000746821
Southeast Article 6,statewide,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,steps,1,684,0.001461988,1.609437912,0.002352979
Southeast Article 6,stormwater,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,streets,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,supplies,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,tallahassee,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,term,1,684,0.001461988,1.098612289,0.001606158
Southeast Article 6,their,1,684,0.001461988,0.143100844,0.000209212
Southeast Article 6,they,1,684,0.001461988,0.143100844,0.000209212
Southeast Article 6,threat,1,684,0.001461988,0.916290732,0.001339606
Southeast Article 6,tides,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,time.last,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,tom,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,took,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,trilby,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,underscored,1,684,0.001461988,2.014903021,0.002945765
Southeast Article 6,university,1,684,0.001461988,1.098612289,0.001606158
Southeast Article 6,upcoming,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,us,1,684,0.001461988,0.510825624,0.000746821
Southeast Article 6,volatile,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,walks,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,warm,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,way,1,684,0.001461988,0.510825624,0.000746821
Southeast Article 6,well,1,684,0.001461988,0.405465108,0.000592785
Southeast Article 6,wilton,1,684,0.001461988,2.708050201,0.003959138
Southeast Article 6,working,1,684,0.001461988,1.32175584,0.001932392
Southeast Article 7,0.9,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,2,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,2016,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,2017,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,2019,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,400,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,50,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,66,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,72,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,93,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,according,1,1582,0.000632111,1.098612289,0.000694445
Southeast Article 7,acknowledge,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,acknowledgment,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,actually,1,1582,0.000632111,0.916290732,0.000579198
Southeast Article 7,adding,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,ads,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,advance,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,advising,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,advocacy,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,affected,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,affordable,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,age,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,ago,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,agreement,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,airing,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,alarming,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,algae,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,algal,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,along,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,alternative,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,american,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,amid,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,among,1,1582,0.000632111,0.762140052,0.000481757
Southeast Article 7,announcement,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,annual,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,anonymity,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,any,1,1582,0.000632111,1.098612289,0.000694445
Southeast Article 7,april,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,argument,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,ariel,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,assessments,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,at,1,1582,0.000632111,0,0
Southeast Article 7,attributing,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,attuned,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,averse,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,bad,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,badly,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,band,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,banned,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,base,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,based,1,1582,0.000632111,1.098612289,0.000694445
Southeast Article 7,basic,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,bearing,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,because,1,1582,0.000632111,0.916290732,0.000579198
Southeast Article 7,before,1,1582,0.000632111,0.628608659,0.000397351
Southeast Article 7,begun,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,believes,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,bill,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,brian,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,bucks,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,calendar,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,called,1,1582,0.000632111,1.098612289,0.000694445
Southeast Article 7,candidly,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,carlos,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,casting,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,casts,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,caucus,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,caught,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,ceos,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,challenges,1,1582,0.000632111,1.098612289,0.000694445
Southeast Article 7,changing,1,1582,0.000632111,0.628608659,0.000397351
Southeast Article 7,characterize,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,characterized,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,characterizes,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,china,1,1582,0.000632111,1.32175584,0.000835497
Southeast Article 7,circles,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,city's,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,climatal,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,club,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,cnn,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,coastal,1,1582,0.000632111,1.32175584,0.000835497
Southeast Article 7,commitment,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,committed,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,competition,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,competitive,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,concern,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,concrete,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,condition,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,congressional,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,congressman,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,consequences,1,1582,0.000632111,1.098612289,0.000694445
Southeast Article 7,content,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,costs,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,could,1,1582,0.000632111,0.405465108,0.000256299
Southeast Article 7,countries,1,1582,0.000632111,0.916290732,0.000579198
Southeast Article 7,cover,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,coverage,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,creation,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,credit,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,crime,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,curbelo's,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,decade,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,declines,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,dedicated,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,defensible,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,democrats,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,denial,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,denier,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,deniers,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,deputy,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,deregulation,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,did,1,1582,0.000632111,1.098612289,0.000694445
Southeast Article 7,didn't,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,different,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,director,1,1582,0.000632111,1.32175584,0.000835497
Southeast Article 7,discuss,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,discussing,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,district,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,divided,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,dominate,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,don't.it's,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,donald,1,1582,0.000632111,1.32175584,0.000835497
Southeast Article 7,draw,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,drilling,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,drive,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,driving,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,due,1,1582,0.000632111,1.098612289,0.000694445
Southeast Article 7,during,1,1582,0.000632111,0.762140052,0.000481757
Southeast Article 7,each,1,1582,0.000632111,1.32175584,0.000835497
Southeast Article 7,earth,1,1582,0.000632111,1.098612289,0.000694445
Southeast Article 7,economy,1,1582,0.000632111,1.32175584,0.000835497
Southeast Article 7,education,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,effects,1,1582,0.000632111,0.762140052,0.000481757
Southeast Article 7,efforts,1,1582,0.000632111,0.916290732,0.000579198
Southeast Article 7,elderly,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,elections,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,emission,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,enclaves,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,end,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,enough,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,ensuring,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,estimate,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,everglades,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,existential,1,1582,0.000632111,0.916290732,0.000579198
Southeast Article 7,expressing,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,extent,1,1582,0.000632111,1.32175584,0.000835497
Southeast Article 7,failed,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,falsely,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,family,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,fear,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,featured,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,federal,1,1582,0.000632111,1.098612289,0.000694445
Southeast Article 7,few,1,1582,0.000632111,1.098612289,0.000694445
Southeast Article 7,field,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,figures,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,fix,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,flooded,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,florida's,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,followed,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,forces,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,forecasts,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,form,1,1582,0.000632111,1.098612289,0.000694445
Southeast Article 7,fouled,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,found,1,1582,0.000632111,1.098612289,0.000694445
Southeast Article 7,francis,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,freedoms,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,fuel,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,fuels,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,gain,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,gas,1,1582,0.000632111,1.32175584,0.000835497
Southeast Article 7,gop,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,gov,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,groups,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,half,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,harm,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,hayes,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,he's,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,headed,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,helped,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,herald's,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,here,1,1582,0.000632111,1.32175584,0.000835497
Southeast Article 7,hikes,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,himself,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,home,1,1582,0.000632111,1.32175584,0.000835497
Southeast Article 7,hoping,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,horrible,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,how,1,1582,0.000632111,0.405465108,0.000256299
Southeast Article 7,ice,1,1582,0.000632111,1.609437912,0.001017344
Southeast Article 7,idea,1,1582,0.000632111,1.32175584,0.000835497
Southeast Article 7,immaterial,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,imminent,1,1582,0.000632111,2.708050201,0.001711789
Southeast Article 7,importance,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,important,1,1582,0.000632111,1.098612289,0.000694445
Southeast Article 7,increased,1,1582,0.000632111,1.098612289,0.000694445
Southeast Article 7,increasing,1,1582,0.000632111,2.014903021,0.001273643
Southeast Article 7,india,1,1582,0.000632111,2.708050201,0.001711789
